signal_date,status,reason,side,hold_sessions,entry_date,exit_date,expiration,strike,selection,entry_bid,entry_ask,entry_fill,exit_bid,exit_ask,exit_fill,fees,pnl_usd,return_on_premium,regime_trend,regime_vol,strategy_version
2023-02-21,rejected,no_chain_for_entry_date,call,2,2023-02-22,,,,,,,,,,,,,,,,
2023-02-22,rejected,no_chain_for_entry_date,call,2,2023-02-23,,,,,,,,,,,,,,,,
2023-02-23,rejected,no_chain_for_entry_date,call,2,2023-02-24,,,,,,,,,,,,,,,,
2023-03-09,rejected,no_chain_for_entry_date,call,2,2023-03-10,,,,,,,,,,,,,,,,
2023-04-25,rejected,no_chain_for_entry_date,call,2,2023-04-26,,,,,,,,,,,,,,,,
2023-04-26,rejected,no_chain_for_entry_date,call,2,2023-04-27,,,,,,,,,,,,,,,,
2023-05-03,rejected,no_chain_for_entry_date,call,2,2023-05-04,,,,,,,,,,,,,,,,
2023-05-04,rejected,no_chain_for_entry_date,call,2,2023-05-05,,,,,,,,,,,,,,,,
2023-05-23,rejected,no_chain_for_entry_date,call,2,2023-05-24,,,,,,,,,,,,,,,,
2023-05-24,rejected,no_chain_for_entry_date,call,2,2023-05-25,,,,,,,,,,,,,,,,
2023-07-07,filled,,call,2,2023-07-10,2023-07-12,2023-07-17,440,nearest_atm,2.8,2.82,2.8125,6.72,6.76,6.735,1.3,390.95,1.3868,above_200dma,vix_low,1.0.0
2023-08-02,filled,,call,2,2023-08-03,2023-08-07,2023-08-10,449,nearest_atm,4.22,4.24,4.2325,3.54,3.56,3.5475,1.3,-69.8,-0.1647,above_200dma,vix_low,1.0.0
2023-08-03,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-08-04,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-08-16,filled,,call,2,2023-08-17,2023-08-21,2023-08-24,436,nearest_atm,4.09,4.11,4.1025,4.6,4.62,4.6075,1.3,49.2,0.1197,above_200dma,vix_low,1.0.0
2023-08-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-08-18,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-09-07,filled,,call,2,2023-09-08,2023-09-12,2023-09-15,446,nearest_atm,2.54,2.56,2.5525,2.19,2.21,2.1975,1.3,-36.8,-0.1438,above_200dma,vix_low,1.0.0
2023-09-19,filled,,call,2,2023-09-20,2023-09-22,2023-09-27,439,nearest_atm,2.9,2.93,2.9188,0.21,0.22,0.2138,1.3,-271.8,-0.9292,above_200dma,vix_low,1.0.0
2023-09-20,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-09-21,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-09-22,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-09-25,filled,,call,2,2023-09-26,2023-09-28,2023-10-03,426,nearest_atm,4.47,4.5,4.4887,4.59,4.64,4.6088,1.3,10.7,0.0238,above_200dma,vix_low,1.0.0
2023-09-26,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-09-27,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-10-03,filled,,call,2,2023-10-04,2023-10-06,2023-10-11,425,nearest_atm,3.64,3.66,3.6525,5.96,6.04,5.99,1.3,232.45,0.6353,above_200dma,vix_low,1.0.0
2023-10-19,filled,,call,2,2023-10-20,2023-10-24,2023-10-27,421,nearest_atm,4.56,4.58,4.5725,4.79,4.84,4.8088,1.3,22.33,0.0488,above_200dma,vix_high,1.0.0
2023-10-20,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2023-10-23,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-01-03,filled,,call,2,2024-01-04,2024-01-08,2024-01-11,467,nearest_atm,3.47,3.5,3.4888,8.05,8.18,8.0988,1.3,459.7,1.3152,above_200dma,vix_low,1.0.0
2024-01-04,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-04-04,filled,,call,2,2024-04-05,2024-04-09,2024-04-12,518,nearest_atm,4.51,4.53,4.5225,4.63,4.66,4.6412,1.3,10.57,0.0233,above_200dma,vix_low,1.0.0
2024-04-12,filled,,call,2,2024-04-15,2024-04-17,2024-04-22,505,nearest_atm,4.68,4.73,4.7113,1.75,1.77,1.7575,1.3,-296.67,-0.6288,above_200dma,vix_low,1.0.0
2024-04-15,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-04-16,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-04-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-05-30,filled,,call,2,2024-05-31,2024-06-04,2024-06-07,527.5,nearest_atm,3.25,3.29,3.275,3.44,3.47,3.4513,1.3,16.33,0.0497,above_200dma,vix_low,1.0.0
2024-07-18,filled,,call,2,2024-07-19,2024-07-23,2024-07-26,549,nearest_atm,3.95,3.98,3.9688,5.83,5.97,5.8825,1.3,190.08,0.4781,above_200dma,vix_low,1.0.0
2024-07-19,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-07-24,filled,,call,2,2024-07-25,2024-07-29,2024-08-01,538,nearest_atm,6.17,6.21,6.195,8.46,8.53,8.4863,1.3,227.83,0.3674,above_200dma,vix_low,1.0.0
2024-07-25,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-07-26,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-09-03,filled,,call,2,2024-09-04,2024-09-06,2024-09-11,551,nearest_atm,5.13,5.17,5.155,0.72,0.75,0.7313,1.3,-443.67,-0.8596,above_200dma,vix_high,1.0.0
2024-09-04,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-09-05,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-09-06,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-10-03,filled,,call,2,2024-10-04,2024-10-08,2024-10-11,573,nearest_atm,4.67,4.7,4.6888,3.69,3.72,3.7013,1.3,-100.05,-0.2131,above_200dma,vix_low,1.0.0
2024-10-23,filled,,call,2,2024-10-24,2024-10-28,2024-10-31,579,nearest_atm,4.65,4.68,4.6688,4.38,4.42,4.395,1.3,-28.67,-0.0613,above_200dma,vix_low,1.0.0
2024-11-01,filled,,call,2,2024-11-04,2024-11-06,2024-11-11,570,nearest_atm,7.74,7.79,7.7713,21.38,21.96,21.5975,1.3,1381.32,1.776,above_200dma,vix_high,1.0.0
2024-11-15,filled,,call,2,2024-11-18,2024-11-20,2024-11-25,588,nearest_atm,4.47,4.51,4.495,5.68,5.76,5.71,1.3,120.2,0.267,above_200dma,vix_low,1.0.0
2024-11-18,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-12-19,filled,,call,2,2024-12-20,2024-12-24,2024-12-27,591,nearest_atm,4.57,4.62,4.6013,10.14,10.75,10.3688,1.3,575.45,1.2489,above_200dma,vix_low,1.0.0
2024-12-20,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2024-12-30,filled,,call,2,2024-12-31,2025-01-03,2025-01-07,586,nearest_atm,4.66,4.72,4.6975,6.44,6.57,6.4888,1.3,177.83,0.378,above_200dma,vix_low,1.0.0
2024-12-31,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-01-02,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-01-10,filled,,call,2,2025-01-13,2025-01-15,2025-01-21,581,nearest_atm,6.29,6.33,6.315,12.37,12.49,12.415,1.3,608.7,0.9629,above_200dma,vix_low,1.0.0
2025-01-13,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-01-14,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-01-27,filled,,call,2,2025-01-28,2025-01-30,2025-02-04,605,nearest_atm,4.49,4.53,4.515,3.53,3.61,3.56,1.3,-96.8,-0.2141,above_200dma,vix_low,1.0.0
2025-01-29,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-02-21,filled,,call,2,2025-02-24,2025-02-26,2025-03-03,597,nearest_atm,5.93,5.96,5.9488,3.69,3.73,3.705,1.3,-225.67,-0.379,above_200dma,vix_low,1.0.0
2025-02-24,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-02-25,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-02-27,filled,,call,2,2025-02-28,2025-03-04,2025-03-07,594,nearest_atm,5.78,5.84,5.8175,0.76,0.79,0.7713,1.3,-505.93,-0.8687,above_200dma,vix_low,1.0.0
2025-05-21,filled,,call,2,2025-05-22,2025-05-27,2025-05-29,583,nearest_atm,5.56,5.61,5.5913,9.35,9.46,9.3913,1.3,378.7,0.6765,above_200dma,vix_high,1.0.0
2025-05-22,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-05-23,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-06-13,filled,,call,2,2025-06-16,2025-06-18,2025-06-23,603,nearest_atm,3.76,3.79,3.7788,1.18,1.2,1.1875,1.3,-260.42,-0.688,above_200dma,vix_low,1.0.0
2025-06-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-06-20,filled,,call,2,2025-06-23,2025-06-25,2025-06-30,600,nearest_atm,4.93,4.96,4.9488,8.27,8.36,8.3037,1.3,334.2,0.6744,above_200dma,vix_low,1.0.0
2025-08-01,filled,,call,2,2025-08-04,2025-08-06,2025-08-11,631,nearest_atm,4.92,4.96,4.945,4.22,4.25,4.2312,1.3,-72.67,-0.1468,above_200dma,vix_low,1.0.0
2025-08-21,filled,,call,2,2025-08-22,2025-08-26,2025-08-29,645,nearest_atm,4.26,4.29,4.2788,3.66,3.68,3.6675,1.3,-62.43,-0.1457,above_200dma,vix_low,1.0.0
2025-10-10,filled,,call,2,2025-10-13,2025-10-15,2025-10-20,663,nearest_atm,5.16,5.19,5.1788,6.06,6.1,6.075,1.3,88.32,0.1703,above_200dma,vix_low,1.0.0
2025-10-13,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-10-14,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-11-06,filled,,call,2,2025-11-07,2025-11-11,2025-11-14,671,nearest_atm,6.52,6.56,6.545,13.37,13.48,13.4113,1.3,685.33,1.0461,above_200dma,vix_low,1.0.0
2025-11-13,filled,,call,2,2025-11-14,2025-11-18,2025-11-21,672,nearest_atm,7.13,7.2,7.1738,1.68,1.71,1.6913,1.3,-549.55,-0.7654,above_200dma,vix_low,1.0.0
2025-11-14,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-11-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-11-19,filled,,call,2,2025-11-20,2025-11-24,2025-11-28,653,nearest_atm,8.84,8.96,8.915,17.42,17.62,17.495,1.3,856.7,0.9603,above_200dma,vix_high,1.0.0
2025-12-16,filled,,call,2,2025-12-17,2025-12-19,2025-12-24,671,nearest_atm,5.8,5.86,5.8375,10.31,10.71,10.46,1.3,460.95,0.7888,above_200dma,vix_low,1.0.0
2025-12-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2025-12-31,filled,,call,2,2026-01-02,2026-01-06,2026-01-09,683,nearest_atm,4.49,4.5,4.4963,9.69,10,9.8062,1.3,529.7,1.1764,above_200dma,vix_low,1.0.0
2026-01-20,filled,,call,2,2026-01-21,2026-01-23,2026-01-28,685,nearest_atm,5.89,6.17,6.065,6.15,6.27,6.195,1.3,11.7,0.0193,above_200dma,vix_low,1.0.0
2026-02-05,filled,,call,2,2026-02-06,2026-02-10,2026-02-13,691,nearest_atm,5.47,5.5,5.4887,5.17,5.23,5.1925,1.3,-30.92,-0.0563,above_200dma,vix_low,1.0.0
2026-02-12,filled,,call,2,2026-02-13,2026-02-18,2026-02-20,682,nearest_atm,6.47,6.51,6.495,6.44,6.6,6.5,1.3,-0.8,-0.0012,above_200dma,vix_high,1.0.0
2026-02-13,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-02-17,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-03-13,filled,,call,2,2026-03-16,2026-03-18,2026-03-23,669,nearest_atm,7.04,7.09,7.0712,2.13,2.16,2.1413,1.3,-494.3,-0.6984,above_200dma,vix_high,1.0.0
2026-06-05,filled,,call,2,2026-06-08,2026-06-10,2026-06-15,739,nearest_atm,6.75,6.79,6.775,1.76,1.8,1.775,1.3,-501.3,-0.7392,above_200dma,vix_low,1.0.0
2026-06-08,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-06-09,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-06-24,filled,,call,2,2026-06-25,2026-06-29,2026-07-02,734,nearest_atm,7.68,7.74,7.7175,9.32,9.72,9.47,1.3,173.95,0.2252,above_200dma,vix_low,1.0.0
2026-06-25,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-07-17,filled,,call,2,2026-07-20,2026-07-22,2026-07-27,742,nearest_atm,5.84,5.89,5.8713,8.47,9.05,8.6875,1.3,280.33,0.4769,above_200dma,vix_low,1.0.0
2026-07-20,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-07-24,filled,,call,2,2026-07-27,2026-07-29,2026-08-03,739,nearest_atm,6.77,6.81,6.795,1.77,1.83,1.7925,1.3,-501.55,-0.7374,above_200dma,vix_low,1.0.0
2026-07-27,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
2026-07-29,skipped,position_open,call,2,,,,,,,,,,,,,,,,,
